,ZIP Code,earned_premium,earned_exposure,fire_smoke_claims,fire_smoke_losses,growth_exposure,growth_premium,growth_fire_smoke_claims,growth_fire_smoke_losses,ratio_losses_to_premium,new_policies,renewed_policies,company_nonrenewed,owner_nonrenewed,nonrenewed_policies,expiring_policies,pct_nonrenewed_policies,pct_nonrenewed_owner,pct_nonrenewed_company,ratio_new_to_nonrenewed,change_new_policies,change_renewed_policies,change_nonrenewed_owner,change_nonrenewed_company,market_units,fair_plan_units,total_units,pct_market,pct_fair_plan,exposure_22,Avg_Median_Income_2018_2021,Avg_Growth_Rate_2018_2021,Total_Growth_2018_2021,Avg_Percentage_2018_2021,Avg_Change_2018_2021,Total_Change_2018_2021,State,CountyName,City,2018,2019,2020,2021,mean_2018_2021,percent_increase_2018_2021,housing_units,median_gross_rent,median_ownership_cost,median_home_value,Count_2022,Sum_1yr,Avg_3yr,Sum_3yr,Avg_5yr,Sum_5yr,Avg_10yr,Sum_10yr
10,90013,4049561,12904,5,88035.0,0.3453757225433524,0.4752481411115141,1.0,-0.82802,0.0217393934799352,45,327,39,5,44,371,0.1185983827493261,0.013477088948787,0.105121293800539,1.0227272727272727,0.0625,0.2394366197183097,3.25,0.5,98,0,98,1.0,0.0,1714013,21864.5,0.0103667227011638,0.0283723934305222,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,677588.3130370063,689418.5067961435,686788.5684693955,678121.4439064735,682979.2080522546,0.08,9506,855.0,1009.0,664800.0,0,0,0,0,0,0,0,0
11,90015,10259786,31702,18,226724.0,0.4766081871345029,0.4818154707592057,0.0,0.9291139240506328,0.0220983166705426,217,1379,179,49,228,1607,0.1418792781580584,0.0304915992532669,0.1113876789047915,0.9517543859649122,0.2166666666666665,-0.0173410404624277,0.0652173913043479,0.25,433,108,541,0.800369685767098,0.199630314232902,39756325,46177.75,0.1080341958870414,0.3600061513225343,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,747102.7573766453,754299.4738033172,739297.0861513638,730076.8648605575,742694.0455479709,-2.28,13494,2094.0,1448.0,715000.0,0,0,0,0,0,0,0,0
12,90016,27547927,41956,80,3213968.0,0.1177005455647604,0.3079839863025815,-0.45,-0.5073259336143532,0.1166682342377341,3333,24413,2430,634,3064,27477,0.1115114459366015,0.0230738435782654,0.088437602358336,1.087793733681462,0.1539440203562341,0.0300200133422281,0.1401709401709401,0.2331288343558282,7218,757,7975,0.905078369905956,0.0949216300940438,236411380,49753.0,0.0477308904018649,0.1495072836332476,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,654170.0247685624,719752.6353956716,787330.8331692746,893115.6242198152,763592.279388331,36.53,18787,1436.0,599.0,677500.0,0,0,0,0,0,0,0,0
13,90017,5263437,23994,18,297261.0,0.2914263744713572,0.4091942405156632,-0.8,-0.2946176649166042,0.0564765950461647,107,493,67,22,89,582,0.1529209621993127,0.0378006872852233,0.1151202749140893,1.202247191011236,-0.0999999999999999,0.1355932203389831,-0.3478260869565217,-0.8888888888888888,192,21,213,0.9014084507042254,0.0985915492957746,7131581,37126.25,0.1261537832476278,0.4195652865735289,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,808142.1235058662,823284.1561912434,791858.7748283461,736530.0561334995,789953.7776647387,-8.86,14712,1280.0,1501.0,697100.0,0,0,0,0,0,0,0,0
14,90018,23537515,35078,93,8322286.0,0.1088467993286983,0.3026232499940888,-0.5,-0.4224213036705886,0.3535753880560458,3082,21282,2101,693,2794,24076,0.1160491776042531,0.0287838511380628,0.0872653264661904,1.1030780243378668,0.1918767507002801,0.0254124786648966,0.1628865979381444,-0.0319148936170212,6469,1236,7705,0.8395846852693056,0.1604153147306943,398532989,48167.75,0.0979863413162161,0.3233815361041946,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,628371.956458191,696533.4985089303,755622.6155824346,846761.6249479506,731822.4238743767,34.75,17654,1356.0,629.0,704300.0,0,0,0,0,0,0,0,0
15,90019,41664526,51918,89,5525684.0,0.0969997560777298,0.3206610237431289,-0.75,0.1981896782653351,0.1326232296510465,3923,27316,2919,795,3714,31030,0.1196906219787302,0.0256203673864002,0.09407025459233,1.0562735595045774,0.2587968217934167,0.0061746545133785,0.2730061349693251,0.4972375690607735,8223,979,9202,0.8936100847641817,0.1063899152358183,353309012,57235.75,0.054095890521794,0.1708503562945368,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,1002001.6771554188,1066061.6709509098,1135439.649671014,1248175.156501094,1112919.5385696092,24.57,26015,1574.0,802.0,1033900.0,0,0,0,0,0,0,0,0
16,90020,18714748,24431,17,309661.0,0.0568362059849847,0.1315795995348991,-0.7551020408163266,-0.6854433313130592,0.0165463622593261,350,2746,297,68,365,3111,0.117325618772099,0.0218579234972677,0.0954676952748312,0.958904109589041,0.1235955056179776,-0.021897810218978,0.4347826086956521,0.125,769,35,804,0.9564676616915424,0.0435323383084577,25233833,49198.0,0.0314670883120203,0.09695940134182,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,645331.3544085006,674520.933662876,688478.1346589591,730470.4734171038,684700.2240368599,13.19,18786,1524.0,813.0,650300.0,0,0,0,0,0,0,0,0
17,90022,18683059,44507,119,4163273.0,0.0545488165680472,0.2825237332537513,-0.4,0.298716095845668,0.2228367956232435,3482,33260,2227,985,3212,36472,0.088067558675148,0.0270070190831322,0.0610605395920157,1.0840597758405977,0.1462829736211031,0.0095757575757575,0.1001926782273603,0.2298387096774192,9614,1315,10929,0.879677921127276,0.1203220788727239,347293084,49516.0,0.0986910178852571,0.3250933911359129,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,East Los Angeles,458715.98059598886,484528.1593383344,523147.4366870246,587265.7712923354,513414.3369784208,28.02,18077,1208.0,465.0,471000.0,0,0,0,0,0,0,0,0
18,90023,10755349,26197,37,1855132.0,0.0638499132902412,0.2842890940993097,-0.1538461538461538,0.0200777984488631,0.1724845934799512,2049,16768,1266,627,1893,18661,0.1014415090295268,0.0335994855581158,0.0678420234714109,1.0824088748019018,0.2828947368421053,0.0198451113262343,0.5060728744939271,0.626984126984127,4988,1313,6301,0.7916203777178226,0.2083796222821774,325600729,44641.0,0.0535303583460153,0.1690955747070785,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,432584.11664406233,463183.6887910956,509178.64982065925,569107.1042937114,493513.38988738216,31.56,12343,1260.0,540.0,479600.0,0,0,0,0,0,0,0,0
19,90024,62506346,53336,58,1350155.0,0.1165204796008692,0.2097647204971964,-0.7894736842105263,-0.9063548366418086,0.0216002867932801,1235,11319,1086,242,1328,12647,0.1050051395587886,0.0191349727208033,0.0858701668379852,0.9299698795180724,0.1795774647887325,-0.0175131348511383,0.2580645161290322,0.3999999999999999,3027,22,3049,0.9927845195145948,0.007215480485405,26971407,64981.75,0.0221713845038312,0.0650175338830442,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,1224698.377291331,1267172.7069447085,1276576.7119019048,1369490.7762892612,1284484.6431068014,11.82,20205,2441.0,1499.0,1231000.0,0,0,0,0,0,0,0,0
20,90025,31355528,60486,66,2034242.0,0.1473018610332686,0.2868463434229968,-0.3571428571428572,3.78224314267705,0.0648766622587251,1222,10779,990,202,1192,11971,0.0995739704285356,0.0168741124383927,0.0826998579901428,1.0251677852348993,0.0764119601328903,0.0263752825923135,0.3456221198156681,-0.108695652173913,2833,53,2886,0.9816354816354816,0.0183645183645183,23389032,92294.75,0.0636608535111817,0.2008009084932162,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,993445.9596048928,1025045.303904107,1049343.6936591184,1105312.4141851796,1043286.8428383244,11.26,23418,2271.0,1125.0,905900.0,0,0,0,0,0,0,0,0
21,90026,38903243,61431,74,4103485.0,0.3129569031539374,0.5869979282544902,0.3611111111111109,0.1077650847113773,0.1054792527193684,4099,30659,3145,688,3833,34492,0.1111272179056013,0.0199466542966485,0.0911805636089528,1.0693973388990348,0.2992036405005689,0.0137813361333507,0.3299418604651163,0.346938775510204,9124,1114,10238,0.8911896854854464,0.1088103145145536,299533627,65990.0,0.0502793772259445,0.1581058862216376,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,1006074.1691785348,1042302.5252612208,1106626.6941101197,1213376.6650986583,1092095.013412133,20.61,27813,1497.0,642.0,962100.0,0,0,0,0,0,0,0,0
22,90027,48118983,49706,60,2546612.0,0.1201646796466249,0.3358861811960671,-0.2105263157894737,-0.0708995169725498,0.0529232299028431,2527,19412,1957,462,2419,21831,0.1108057349640419,0.0211625669918922,0.0896431679721496,1.0446465481603968,0.3057553956834533,-0.0143737166324435,0.2522321428571428,0.1401869158878503,5380,291,5671,0.9486862987127492,0.0513137012872509,227532892,70261.25,0.0694682575967484,0.2225741523770888,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,1389060.5138221425,1434528.7632361054,1524308.7776775744,1703267.6644209742,1512791.4297891993,22.62,23410,1684.0,1049.0,1287200.0,0,0,0,0,0,0,0,0
23,90028,9146045,32693,28,1245193.0,0.3386678200692041,0.4270360797552484,3.5,21.294559663360385,0.1361455142632689,414,2325,308,94,402,2727,0.1474147414741474,0.0344701136780344,0.1129446277961129,1.0298507462686568,0.0560747663551401,0.0297202797202797,-0.0666666666666666,-0.1785714285714286,748,59,807,0.9268897149938042,0.0731102850061957,19396769,48141.0,0.0631877105143327,0.2003727442156461,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,905885.5978482268,918726.793129234,925237.0496247757,989136.3043582804,934746.4362401292,9.19,21466,1612.0,773.0,723000.0,0,0,0,0,0,0,0,0
24,90029,9462226,20402,31,3220325.0,0.1630134071078954,0.3475339479150572,-0.3749999999999999,-0.6803659097102741,0.3403348218484741,1093,7555,816,184,1000,8555,0.1168907071887784,0.0215078901227352,0.0953828170660432,1.093,0.4746543778801844,0.014917421417155,0.3216374269005848,0.1904761904761904,2423,367,2790,0.8684587813620072,0.1315412186379928,99631368,44346.5,0.0874754907889054,0.2846165512360346,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,912783.76390581,974085.3928410244,1032315.474643975,1139023.249570694,1014551.970240376,24.79,14787,1367.0,674.0,898400.0,0,0,0,0,0,0,0,0
25,90031,15247290,28255,35,1620039.0,0.2356456412507928,0.5881908630999104,-0.1666666666666666,0.2004674811284565,0.1062509468895784,1968,17301,1354,407,1761,19062,0.0923827510229776,0.0213513797083202,0.0710313713146574,1.1175468483816011,0.3492063492063493,0.0147127510509108,0.3147540983606558,0.5777777777777777,5094,875,5969,0.8534092812866477,0.1465907187133523,236368301,49304.25,0.0635858108284368,0.202422028279548,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,579495.3782244069,616351.4209400947,662895.418449269,749875.9125558008,652154.5325423928,29.4,12438,1277.0,470.0,616900.0,0,0,0,0,0,0,0,0
26,90032,22306223,38419,67,2920689.0,0.058083252662149,0.3095530199065641,-0.2857142857142857,-0.6683589968966457,0.1309360621024904,3240,27438,2268,795,3063,30501,0.1004229369528867,0.0260647191895347,0.074358217763352,1.0577864838393731,0.1441326530612245,0.0143131178987752,0.1587591240875911,0.0923076923076922,7497,662,8159,0.9188626057114844,0.0811373942885157,204182029,58424.5,0.0890177390047823,0.2897095451960226,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,553299.256738749,598213.6923483537,642423.4795203769,733085.601932482,631755.5076349904,32.49,14155,1351.0,571.0,605400.0,0,0,0,0,0,0,0,0
27,90033,9936703,21974,45,2938204.0,0.0701986754966887,0.3020353393433881,2.3999999999999995,0.2977911206126065,0.2956920419177266,1743,13034,1126,514,1640,14674,0.1117623006678479,0.0350279405751669,0.0767343600926809,1.0628048780487804,0.1662870159453302,0.0246720799500312,0.0936454849498327,0.3170731707317074,4107,997,5104,0.8046630094043887,0.1953369905956113,238028522,41798.5,0.1188468817230808,0.3990660515359513,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,465845.6414663243,507140.7520438049,555478.9214698285,622306.1130824882,537692.8570156115,33.59,13935,1196.0,487.0,538900.0,0,0,0,0,0,0,0,0
28,90034,31369570,57385,47,953322.0,0.1481929532738546,0.323178956767969,-0.2857142857142857,1.2494264556410628,0.0303900244727613,2165,18900,1815,328,2143,21043,0.1018390913843083,0.0155871311124839,0.0862519602718243,1.0102659822678488,-0.0888099467140319,-0.0084656084656085,0.0852017937219731,0.1411764705882352,5072,109,5181,0.9789615904265586,0.0210384095734414,44547520,79068.0,0.0747794968192893,0.2411810084858685,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,1089069.9492482657,1139994.9701232282,1204814.6780283835,1355043.2898050824,1197230.72180124,24.42,28630,1925.0,713.0,1152500.0,0,0,0,0,0,0,0,0
29,90035,32753730,36492,38,1355874.0,0.0752466161963751,0.3199171183175719,-0.2,0.1546612372680054,0.0413960181023657,2037,15402,1670,342,2012,17414,0.1155392213161823,0.0196393706213391,0.0958998506948432,1.0124254473161034,0.2584745762711864,-0.0129701686121919,0.3656509695290859,0.1538461538461537,4215,89,4304,0.97932156133829,0.02067843866171,43397510,92452.0,0.0858991041858013,0.2770638972011969,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,1299988.9871679894,1372575.0881403002,1439811.116205285,1581916.3890907252,1423572.895151075,21.69,13695,2183.0,853.0,1494600.0,0,0,0,0,0,0,0,0
30,90036,38774782,58738,61,3885147.0,0.0900405327156921,0.2890544644089299,2.0,12.242760100107258,0.1001977780300608,1761,12840,1395,357,1752,14592,0.1200657894736842,0.0244654605263157,0.0956003289473684,1.00513698630137,0.2279411764705883,-0.0059226932668329,0.319078947368421,0.2391304347826086,3739,92,3831,0.9759853824066824,0.0240146175933176,63471994,83430.0,0.0277856357432349,0.0848169090594829,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,1504538.8737335743,1583911.4512285397,1661946.7665442806,1798210.6816007483,1637151.9432767858,19.52,21391,2393.0,1025.0,1634700.0,0,0,0,0,0,0,0,0
31,90037,18246165,32967,87,6360308.0,0.2702029792800777,0.4804090348667522,0.6203703703703705,0.4220122511678399,0.3485832776366979,3280,19294,1998,900,2898,22192,0.1305875991348233,0.0405551550108147,0.0900324441240086,1.1318150448585231,0.219895287958115,0.0406693497140435,0.2155555555555555,0.4726368159203979,6424,2002,8426,0.762402088772846,0.237597911227154,539903171,38088.25,0.1022601811744121,0.3329395085066162,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,462139.3452866745,508166.64315546287,546059.4779594255,616377.1539657211,533185.655091821,33.37,18605,1265.0,650.0,502000.0,0,0,0,0,0,0,0,0
32,90038,8845120,20622,24,1799406.0,0.3411341134113412,0.4405396124070833,1.75,0.0649352742405982,0.2034348883904345,878,5148,646,162,808,5956,0.1356615177971793,0.0271994627266621,0.1084620550705171,1.0866336633663367,0.386138613861386,0.0109890109890109,0.2064516129032259,0.4324324324324324,1628,162,1790,0.9094972067039108,0.0905027932960893,39805291,46745.5,0.0870551443468281,0.2779111644657863,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,1031127.6842217456,1078808.5532338195,1122440.8813957612,1215896.4583622538,1112068.394303395,17.92,14474,1542.0,759.0,945000.0,0,0,0,0,0,0,0,0
33,90039,32980369,42198,46,4415233.0,0.0725639253628196,0.3723632134520274,-0.3846153846153846,-0.433296629987431,0.1338745785409496,3118,25960,2386,534,2920,28880,0.1011080332409972,0.0184903047091412,0.0826177285318559,1.0678082191780822,0.2111888111888111,0.0198974040105703,0.262081784386617,0.0791366906474819,7249,375,7624,0.950813221406086,0.0491867785939139,127146068,90974.75,0.0505805091628524,0.1533749462403087,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,1003452.9180564332,1071998.5137778176,1134228.4553292224,1248445.310134408,1114531.2993244703,24.41,12957,1887.0,717.0,972900.0,0,0,0,0,0,0,0,0
34,90040,4444889,9644,21,711526.0,0.0619923044035912,0.2666857508879745,0.0,-0.6755494780375546,0.1600773382642401,813,7439,534,210,744,8183,0.0909202004154955,0.0256629597946963,0.0652572406207992,1.092741935483871,0.2303370786516854,0.016884531590414,0.1382113821138211,0.6428571428571428,2070,178,2248,0.9208185053380784,0.0791814946619217,53028728,51291.75,0.0714380633375973,0.2238459554715035,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Commerce,461844.1908921751,488108.1610376678,522816.490664984,589921.6283184313,515672.6177283146,27.73,3487,1156.0,391.0,452100.0,0,0,0,0,0,0,0,0
35,90041,24519856,30862,62,2281956.0,0.056989966555184,0.3480970539056387,-0.4444444444444444,0.580604203060326,0.093065636274536,2434,22054,1855,366,2221,24275,0.0914933058702368,0.0150772399588053,0.0764160659114315,1.0959027465105808,0.2846153846153847,0.0091340884179758,0.3176178660049629,0.1931818181818181,5955,252,6207,0.9594006766553892,0.0405993233446109,116748568,88197.5,0.0595693293138297,0.18950426459086,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,878872.4868733796,935211.5545645118,994896.613803484,1120363.7075216067,982336.0906907456,27.48,10406,1627.0,761.0,886800.0,0,0,0,0,0,0,0,0
36,90043,39306922,46925,151,7345192.0,0.0761168842703614,0.2903313470719488,0.3235294117647058,2.630341319565394,0.1868676463651873,4315,35756,3021,937,3958,39714,0.0996625875006295,0.0235936949186684,0.076068892581961,1.0901970692268823,-0.0404896421845574,0.0283897342720871,0.0659186535764375,-0.0830039525691699,9830,690,10520,0.9344106463878328,0.0655893536121673,269200641,54778.25,0.0857553709197715,0.2757684210526315,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,574129.8370068489,632123.328087394,685676.4051530423,788260.4280382317,670047.4995713792,37.3,18444,1260.0,644.0,684500.0,0,0,0,0,0,0,0,0
37,90044,33137277,59740,181,9557607.0,0.0752381614630415,0.2852157754669777,0.0,0.551382366739728,0.2884246342872409,5932,41702,3668,1585,5253,46955,0.1118730699606005,0.0337557235651155,0.078117346395485,1.1292594707786028,0.1703810208483105,0.0282183516590444,0.1741706161137441,0.4154302670623144,12618,2127,14745,0.8557477110885046,0.1442522889114954,599579781,38278.5,0.0816361856882514,0.264550727172044,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,433018.635637887,471186.5537303696,511070.7716459735,583537.6098378546,499703.39271302114,34.76,29495,1235.0,471.0,461200.0,0,0,0,0,0,0,0,0
38,90045,40654085,61170,70,2977275.0,-0.0491062092316885,0.1152143179405991,-0.4782608695652174,0.830137085469467,0.0732343379515244,3499,34001,2995,444,3439,37440,0.0918536324786324,0.0118589743589743,0.0799946581196581,1.0174469322477464,0.1262376237623761,0.0035394053798962,0.1678726483357453,0.0297029702970297,8968,28,8996,0.9968875055580256,0.0031124944419742,18919871,106967.0,0.0620350918259455,0.1976098004379622,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,1092010.844840366,1149218.520954082,1206156.2702024826,1345960.6938169594,1198336.5824534723,23.26,17307,2542.0,788.0,1103500.0,0,0,0,0,0,0,0,0
39,90046,81206223,75834,100,3340384.0,0.1347873127953989,0.4526730207779572,-0.4074074074074074,-0.4735442572760112,0.041134581520926,3616,20113,2422,1047,3469,23582,0.1471037231786956,0.0443982698668476,0.102705453311848,1.0423753243009513,0.6892744479495267,-0.0323592861345362,0.3934740882917467,1.9854014598540144,4814,1850,6664,0.7223889555822329,0.2776110444177671,2426873070,72388.0,0.0451810868948402,0.1403195058152423,48.55,-2.566666666666665,-7.699999999999996,CA,Los Angeles County,Los Angeles,1312449.3739071756,1356719.731813538,1397323.6342170748,1551979.0631360244,1404617.9507684533,18.25,31428,1860.0,1180.0,1290400.0,0,0,0,0,0,0,0,0
